,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5046,1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.102,0.198,122.444,4.0
5047,6ZxrUCaynLgKSUudACOTwj,0.451,0.815,2.0,-5.55,0.0,0.0368,6.06e-05,0.0,0.27,0.618,147.974,4.0
5048,7LvPr4Mchf8YC23O6PdWWY,0.451,0.484,2.0,-5.788,1.0,0.0251,0.551,1.35e-06,0.108,0.434,80.128,3.0
5049,1WsGvLaJEBARzgNGBVMYZW,0.451,0.525,3.0,-7.251,0.0,0.0271,0.0749,0.0797,0.364,0.118,81.505,4.0
5050,0Q0oeUZbccTCGs0y9CTY9w,0.451,0.898,5.0,-2.801,0.0,0.0346,1.52e-05,0.0375,0.112,0.682,143.744,4.0
5051,6xxXrNJnnsQNLdgNk8S4y8,0.451,0.929,5.0,-5.021,1.0,0.0549,0.00109,0.00785,0.442,0.378,135.767,4.0
5052,2gHld0jqkNEhoyQKpH2mVd,0.451,0.911,5.0,-3.668,0.0,0.143,0.254,0.0,0.17,0.455,198.075,4.0
5053,10RQKVSr4rS0coExTmi4dF,0.451,0.893,7.0,-2.721,1.0,0.0627,0.0243,0.0,0.0813,0.0971,139.763,4.0
5054,74EaFfaGbNBwoDTUtbLL49,0.451,0.871,7.0,-4.91,1.0,0.0347,0.00192,1.5e-05,0.0832,0.4,156.045,4.0
5055,0uLhNT7UIH3nZCCDZd3OBl,0.451,0.973,8.0,-2.611,1.0,0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,4.0
5056,3m8CQnnfJJp4eQMWWl3zay,0.451,0.632,8.0,-7.98,0.0,0.297,0.0114,0.0,0.198,0.234,132.89,4.0
5057,1jJci4qxiYcOHhQR247rEU,0.451,0.931,9.0,-3.871,1.0,0.0719,0.00076,0.0049,0.361,0.172,122.961,4.0
5058,4iMDkH8t3Sooaj3uCzpYP2,0.451,0.586,11.0,-7.975,0.0,0.193,0.0665,0.0,0.171,0.337,171.842,4.0
5059,1T7AiFL9ruKKwlONN35Vh0,0.451,0.507,11.0,-6.24,1.0,0.0316,0.473,0.0,0.108,0.564,165.76,4.0
5060,2uFaJJtFpPDc5Pa95XzTvg,0.451,0.241,1.0,-14.014,1.0,0.0352,0.912,2.66e-06,0.175,0.698,134.009,4.0
5061,3iHzKA9HlXf5wsGdsrsnSA,0.451,0.754,1.0,-3.749,0.0,0.0864,0.327,0.0,0.332,0.674,203.894,4.0
5062,3agtg0x11wPvLIWkYR39nZ,0.451,0.951,1.0,-3.754,1.0,0.0645,0.000386,2.56e-06,0.261,0.441,162.041,4.0
5063,1vGtqUF6IA4aTdYQMEqSRH,0.451,0.877,1.0,-6.224,0.0,0.124,0.00699,0.0,0.688,0.669,169.916,4.0
5064,62E2nR0od0M5HYxuYLaDz7,0.527,0.27,0.0,-10.855,1.0,0.038,0.707,0.0,0.102,0.23,154.042,4.0
5065,2M8IvrzqvNMAJsAx7UYwXK,0.527,0.192,0.0,-14.979,1.0,0.147,0.777,0.00157,0.102,0.18,81.73,4.0
5066,4C2zOFgrXxfNGNpYQWIcaH,0.527,0.898,0.0,-3.624,0.0,0.0367,0.027,0.0,0.0686,0.462,162.058,4.0
5067,03nPEoQOYMuDe7KmGljpmd,0.527,0.761,0.0,-4.708,1.0,0.341,0.073,0.0,0.0865,0.653,135.543,5.0
5068,6a9UU0juee0sbCXtjZIbwO,0.527,0.979,2.0,-3.869,1.0,0.0675,0.00108,3.46e-06,0.148,0.301,131.778,4.0
5069,49vZduMPCMnDDrl1WBxUDk,0.527,0.435,2.0,-8.363,1.0,0.129,0.0295,0.0,0.243,0.0781,102.698,3.0
5070,0zqy3ss4CwD6u4QPksS0nI,0.527,0.689,2.0,-7.87,1.0,0.741,0.161,0.0,0.498,0.31,170.538,4.0
5071,4bJygwUKrRgq1stlNXcgMg,0.527,0.834,5.0,-5.767,0.0,0.0474,0.0411,0.00599,0.105,0.381,179.92,4.0
5072,0AezqhM99T5CS0mrEz3OM3,0.527,0.503,5.0,-6.769,1.0,0.0252,0.0971,1.98e-05,0.107,0.305,137.021,4.0
5073,30Zcjs7pgEkmJA1lEbGSWT,0.527,0.415,5.0,-7.184,1.0,0.131,0.329,0.0,0.195,0.12,125.357,4.0
5074,5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,6.0,-5.352,1.0,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,4.0
5075,5Y6nVaayzitvsD5F7nr3DV,0.527,0.591,6.0,-7.664,0.0,0.0396,0.194,0.0194,0.0907,0.461,123.167,4.0
5076,3Pbp7cUCx4d3OAkZSCoNvn,0.527,0.551,7.0,-11.258,1.0,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4.0
5077,7569Hbv0FUS7vjkdGvdgeZ,0.527,0.819,9.0,-3.374,0.0,0.0422,0.00298,0.000152,0.0606,0.143,140.02,4.0
5078,2Kerz9H9IejzeIpjhDJoYG,0.527,0.366,10.0,-10.943,1.0,0.0277,0.487,0.0023,0.11,0.234,98.994,4.0
5079,0RZuCBV900eNA2FXCQ3uUM,0.527,0.878,11.0,-5.704,1.0,0.0424,0.000555,0.0,0.0852,0.757,132.791,4.0
5080,5vZoQQ1hH5L2s4Y8G86ksg,0.527,0.598,1.0,-4.257,1.0,0.0283,0.063,0.000153,0.0913,0.23,66.041,3.0
5081,1wFFFzJ5EsKbBWZriAcubN,0.527,0.492,1.0,-9.774,1.0,0.279,0.0047,0.0,0.306,0.234,164.005,4.0
5082,78CTv7ypHvXQlEjXYst2n9,0.527,0.696,1.0,-6.015,0.0,0.361,0.209,0.0,0.0516,0.499,100.614,4.0
5083,0npGoOENjn7vVvIMmvWekQ,0.527,0.797,1.0,-5.111,0.0,0.062,0.017,0.0,0.0798,0.536,155.994,4.0
5084,4PJXT82AZtlDW4Q71b43oz,0.527,0.723,1.0,-6.134,1.0,0.0411,0.217,0.0,0.037,0.888,160.465,4.0
5085,7rWCWzPRftzZTZtIyQtaDU,0.652,0.578,0.0,-6.187,1.0,0.161,0.00861,0.0,0.285,0.195,87.395,4.0
5086,5VxmI3IdgAxWVvUnJoLuY2,0.652,0.879,0.0,-6.405,1.0,0.0784,0.00284,0.0896,0.0918,0.789,173.925,4.0
5087,1z6WtY7X4HQJvzxC4UgkSf,0.652,0.749,0.0,-5.248,1.0,0.0886,0.0848,0.0,0.604,0.651,94.103,4.0
5088,5xoYormSTltk6F9SlQV6mm,0.652,0.67,2.0,-8.766,1.0,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,4.0
5089,53Dj5PCDhb22qWqmre3YQs,0.652,0.859,2.0,-3.746,1.0,0.0358,0.0639,0.0,0.0777,0.491,109.971,4.0
5090,6rvKqjSuVP02HzGiV4G4iq,0.652,0.663,2.0,-5.318,0.0,0.0378,0.0807,2.59e-06,0.0805,0.254,107.99,4.0
5091,19W5OTEcQI3ZoRW1HERMyy,0.652,0.295,2.0,-11.045,1.0,0.0477,0.281,1.03e-05,0.0809,0.196,75.065,4.0
5092,6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,2.0,-6.183,1.0,0.0541,0.183,3.26e-05,0.106,0.28,72.989,4.0
5093,4PPLJAEYBSOcnzr9TZoqf9,0.652,0.671,2.0,-5.89,1.0,0.0756,0.0222,0.0,0.107,0.274,84.008,4.0
5094,2Z8yfpFX0ZMavHkcIeHiO1,0.652,0.383,2.0,-7.076,0.0,0.0516,0.0676,0.0,0.0828,0.549,145.765,4.0
5095,3avYqdwHKEq8beXbeWCKqJ,0.652,0.81,3.0,-3.789,0.0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,4.0
5096,0rimetBQIYXE3uMCbuXBUa,0.652,0.41,4.0,-8.323,0.0,0.158,0.333,0.0,0.064,0.495,75.09,4.0
5097,6kLZ1DzSxBkNVvdQm6CX0N,0.652,0.798,4.0,-5.303,0.0,0.0512,0.44,0.00233,0.298,0.531,95.038,4.0
5098,0XOnMqLQDO89iAg7dWWwnG,0.652,0.31,4.0,-10.212,1.0,0.0509,0.43,1.16e-05,0.182,0.304,119.913,4.0
5099,2FoahzOSxJnalPA8aBUme3,0.652,0.806,5.0,-5.707,0.0,0.302,0.122,1.08e-05,0.842,0.779,159.947,4.0
5100,6nz35DNIzbtj5ztpDEcW1j,0.652,0.809,5.0,-5.276,1.0,0.17,0.164,0.0,0.175,0.512,94.786,4.0
5101,5JnLiuMgRAWoHYOhatFP3s,0.652,0.699,5.0,-5.006,1.0,0.0265,0.212,0.000265,0.12,0.36,141.938,4.0
5102,4hBW3h6FnQNh7NRmyxLLG7,0.652,0.888,5.0,-5.235,1.0,0.0689,0.00306,0.0,0.417,0.813,107.009,4.0
5103,0k11c8vwyeNSGQex6UMa1v,0.652,0.813,6.0,-2.842,1.0,0.0268,0.00544,0.0,0.101,0.851,102.987,4.0
5104,7AzlLxHn24DxjgQX73F9fU,0.652,0.631,6.0,-5.718,0.0,0.0893,0.524,0.000579,0.165,0.35,127.998,4.0
5105,5YEAvnL3klXUE7etBXvMlp,0.652,0.798,6.0,-5.347,0.0,0.333,0.157,0.0,0.118,0.608,169.857,4.0
5106,12ZdBjNAfRXZZTvMSrJPUb,0.652,0.627,7.0,-7.313,1.0,0.0894,0.436,8.11e-06,0.0674,0.315,137.867,3.0
5107,6LOCAhFzZiavHcLJucLuDy,0.652,0.827,7.0,-3.98,0.0,0.0445,0.015,0.0,0.432,0.659,100.011,4.0
5108,360UM2DaiHZPRu0EsrOvMp,0.652,0.605,8.0,-7.371,1.0,0.0393,0.00481,0.0,0.0605,0.394,126.091,4.0
5109,2U0tVw78WKa3Xd9NhBEwMF,0.652,0.7,8.0,-2.908,0.0,0.139,0.000679,0.0,0.184,0.628,148.119,4.0
5110,7ro0hRteUMfnOioTFI5TG1,0.652,0.8,9.0,-4.019,0.0,0.0614,0.143,0.629,0.112,0.234,143.978,4.0
5111,4oiAlcisfimXQc1wyAtX9a,0.652,0.604,9.0,-8.766,0.0,0.227,0.111,1.02e-05,0.0409,0.675,169.993,4.0
5112,6lyKOW0FNW6aAZdKVgoM8m,0.652,0.767,9.0,-10.445,1.0,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,4.0
5113,4qWCFTuNnmGNdY4egtb4ZY,0.652,0.641,9.0,-5.667,0.0,0.0353,0.324,2.73e-06,0.208,0.111,104.929,4.0
5114,0tQmgwFKw9069z1BXniOiA,0.652,0.803,9.0,-4.116,0.0,0.238,0.0165,0.0,0.307,0.661,95.025,4.0
5115,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10.0,-4.667,0.0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4.0
5116,0KQx6HOpJueiSkztcS0r7D,0.652,0.609,11.0,-7.519,0.0,0.037,0.263,0.00101,0.233,0.482,95.986,3.0
5117,0v9Wz8o0BT8DU38R4ddjeH,0.652,0.795,11.0,-5.192,0.0,0.174,0.156,0.0,0.123,0.788,135.018,4.0
5118,1ZemPoaj7LBj1RAQrb89EC,0.652,0.592,11.0,-7.274,0.0,0.0418,0.142,5.61e-06,0.164,0.271,121.875,4.0
5119,47IySiC5o08gz0z5VDiH93,0.652,0.716,1.0,-4.012,0.0,0.166,0.0196,0.0,0.11,0.681,147.959,4.0
5120,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,4.0
5121,2lFtnEmkIPm2ClN55e2chV,0.652,0.653,1.0,-6.69,1.0,0.0377,0.254,0.000553,0.117,0.605,120.021,4.0
5122,7DHApOHsIFo7EyfieArYGE,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0507,0.0,0.179,0.432,88.039,3.0
5123,493JwOBVJAGB4safZK0Q4E,0.777,0.873,0.0,-12.7,0.0,0.194,0.117,0.0,0.125,0.664,120.001,4.0
5124,4ggiDYAkJ7Yk8d5xOr7Xjo,0.777,0.782,0.0,-4.435,0.0,0.0907,0.0505,0.0,0.64,0.773,94.023,4.0
5125,3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,4.0
5126,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0.0,-6.942,1.0,0.0522,0.757,7.28e-06,0.108,0.172,139.884,4.0
5127,2cEnKRR4dYBB2VA1mjlb1z,0.777,0.59,0.0,-8.741,0.0,0.286,0.397,0.0,0.169,0.238,147.978,4.0
5128,0E0DRHf5PfMeor0ZCwB3oT,0.777,0.595,2.0,-6.79,1.0,0.0375,0.59,0.00139,0.0669,0.546,108.02,4.0
5129,3p7XQpdt8Dr6oMXSvRZ9bg,0.777,0.526,2.0,-6.221,1.0,0.0645,0.302,0.0,0.105,0.389,107.071,4.0
5130,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0
5131,4VKnkoNNM6yTb4cXXX3wqD,0.777,0.492,2.0,-6.516,1.0,0.126,0.181,0.0,0.108,0.82,134.089,4.0
5132,3sitsgJXmK6cKT0XkfXuJ9,0.777,0.19,4.0,-12.476,1.0,0.0875,0.793,0.00123,0.108,0.379,132.786,4.0
5133,2aSC2xhRxOLiiZZVjhbylH,0.777,0.414,6.0,-7.44,0.0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,4.0
5134,22X6L7nd5rV36isOrn4hnY,0.777,0.809,7.0,-4.968,1.0,0.0462,0.0191,0.0,0.0861,0.784,78.021,4.0
5135,0XEBKZHp8imfvf9NYjV8Kg,0.777,0.957,7.0,-3.863,0.0,0.0442,0.0397,2.91e-05,0.0855,0.756,105.844,4.0
5136,2Hc1LaV6bzFil3dE71eORA,0.777,0.604,9.0,-4.452,0.0,0.0397,0.000713,5.64e-05,0.151,0.121,111.998,4.0
5137,4q7y1JFDBJSBSLqXVgcI51,0.777,0.463,10.0,-7.573,0.0,0.242,0.231,4.29e-06,0.366,0.18,105.998,4.0
5138,5jv3QxL0MFswzM1UJ2qQJM,0.777,0.846,10.0,-3.11,0.0,0.194,0.0508,0.0,0.309,0.646,105.45,4.0
5139,6Ln2tBK4EnNtMLtYyAZhr7,0.777,0.588,10.0,-8.651,1.0,0.373,0.414,4.79e-05,0.146,0.54,88.915,4.0
5140,4tzrdaXrV7FQMLoM0FvXdZ,0.777,0.548,10.0,-6.836,0.0,0.0596,0.145,0.0,0.154,0.428,100.005,4.0
5141,6KRi6CBUitENJB4HQbSVSD,0.777,0.852,11.0,-5.329,1.0,0.0295,0.0299,0.000486,0.145,0.876,125.995,4.0
5142,1Q9b6CeMcDuO0uq5OJCrqu,0.777,0.764,1.0,-5.681,1.0,0.141,0.243,0.0,0.103,0.174,177.868,4.0
5143,5myYDbAurm1CW038qd4gL2,0.777,0.82,1.0,-3.211,0.0,0.0471,0.00505,2.6e-05,0.142,0.651,119.987,4.0
5144,5KVciTEfXvpcFHR3RFbtJy,0.777,0.57,1.0,-6.833,1.0,0.0471,0.0869,0.0,0.121,0.322,140.001,4.0
5145,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0
5146,0SGojwNP2zUrgDyeoBQxYO,0.902,0.816,0.0,-3.077,0.0,0.0312,0.124,8.94e-06,0.18,0.894,96.01,4.0
5147,4wFjTWCunQFKtukqrNijEt,0.902,0.518,2.0,-5.32,1.0,0.183,0.0305,0.0,0.325,0.188,137.993,4.0
5148,3tcoEYOZUHKB3RKNByIN13,0.902,0.673,4.0,-7.481,1.0,0.458,0.159,0.0,0.289,0.615,132.066,4.0
5149,0wHFktze2PHC5jDt3B17DC,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005,4.0
5150,2tDOCMuKSX9IEo9TJ4pBBk,0.902,0.527,5.0,-6.448,0.0,0.249,0.14,3.17e-06,0.0959,0.763,100.037,4.0
5151,37dYAkMa4lzRCH6kDbMT1L,0.902,0.805,6.0,-5.003,1.0,0.0468,0.0748,0.0823,0.0914,0.745,124.985,4.0
5152,16g0MvK60Z79npuD4wvh4E,0.902,0.85,7.0,-6.39,1.0,0.358,0.0389,0.0,0.0838,0.556,120.13,5.0
5153,0CBQ0m3mufWH75LTYB3s6h,0.902,0.819,1.0,-3.321,1.0,0.316,0.041,0.0,0.106,0.745,89.0,4.0
5154,0cu0rhnlCnJ7JIeHRiLpj3,0.902,0.669,1.0,-5.049,1.0,0.457,0.161,0.0,0.0728,0.628,139.949,4.0
5155,6EJSgsy6cSkGs22HvLbbV2,0.224,0.452,10.0,-6.85,1.0,0.0371,0.39,0.0,0.103,0.155,204.512,3.0
5156,79pY2Z5eFvXMt9bSdHLrnA,0.323,0.728,7.0,-5.416,1.0,0.0321,0.00394,0.000447,0.102,0.489,161.586,3.0
5157,1cKHdTo9u0ZymJdPGSh6nq,0.323,0.737,10.0,-4.008,1.0,0.0335,0.14,0.000162,0.163,0.156,112.923,4.0
5158,4vumsuBIb2nEFKLuNaOeGO,0.323,0.583,1.0,-5.112,1.0,0.0296,0.383,0.0,0.134,0.44,76.644,4.0
5159,14gdERIqymApVn9vcsbmZ3,0.448,0.59,0.0,-4.359,1.0,0.0577,0.446,0.0,0.14,0.264,119.834,4.0
5160,21BL3kK8feVhrEz27j2GER,0.448,0.322,2.0,-12.683,1.0,0.0428,0.772,0.0,0.947,0.331,82.239,4.0
5161,507bYMYfbm6sUS9iEAaeSd,0.448,0.61,3.0,-2.695,0.0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4.0
5162,62vrFWeMWY4znQGkYaHtuW,0.448,0.484,3.0,-9.848,1.0,0.198,0.00494,0.819,0.0823,0.441,173.03,5.0
5163,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4.0,-5.257,0.0,0.0557,0.21,0.000131,0.131,0.254,139.863,4.0
5164,0RZcHTeLsymGyBd3hDarCm,0.448,0.572,5.0,-9.351,1.0,0.0292,0.186,0.0,0.151,0.303,157.979,4.0
5165,4CLPNURPcKztF9RRdcWLGP,0.448,0.649,5.0,-5.925,1.0,0.0434,0.418,0.0,0.0976,0.575,195.925,4.0
5166,5sUjBX08aJ1XdMw7p2SXgq,0.448,0.761,7.0,-6.241,1.0,0.0312,0.403,9.09e-05,0.0851,0.377,159.944,4.0
5167,7bQRGSTZYc8qedKrW9FmYI,0.448,0.451,9.0,-6.483,0.0,0.0298,0.685,0.0,0.11,0.368,89.938,4.0
5168,0RUXHlYhA057fCOe2vqIqu,0.448,0.885,9.0,-3.755,1.0,0.0562,0.111,3.65e-06,0.0476,0.134,178.151,4.0
5169,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9.0,-3.686,1.0,0.0625,0.0999,0.000108,0.668,0.237,136.239,4.0
5170,7KLB6Jptw9wyQXkSLiO8qh,0.448,0.782,9.0,-6.766,0.0,0.458,0.378,0.0,0.114,0.694,74.037,4.0
5171,2moqbMnrdHd6lIUgsnBj7U,0.448,0.604,11.0,-11.708,0.0,0.28,0.635,0.0,0.389,0.598,79.344,1.0
5172,6cQSR4chKDTFhlCT2MuNwq,0.448,0.814,1.0,-4.601,0.0,0.0337,0.00145,0.0,0.104,0.523,161.93,4.0
5173,5og4Qzt92jJzVDkOtSEilb,0.521,0.72,4.0,-7.684,1.0,0.104,0.384,0.0,0.135,0.438,79.943,4.0
5174,5ToI5oXnUmX5Nsmg8enL1N,0.521,0.512,4.0,-8.391,0.0,0.0394,0.21,0.0,0.128,0.499,155.896,4.0
5175,1UsQe17Ef7tV1ahFqHEFR3,0.521,0.516,5.0,-8.677,0.0,0.285,0.128,0.000516,0.179,0.162,161.508,4.0
5176,3vNiHPIipR4a4bZKA288CD,0.521,0.849,5.0,-3.238,1.0,0.318,0.168,0.0,0.289,0.431,122.852,5.0
5177,2plbrEY59IikOBgBGLjaoe,0.521,0.592,6.0,-7.777,0.0,0.0304,0.308,0.0,0.122,0.535,157.969,3.0
5178,462tT5pBVstoLcOSJsBBKw,0.521,0.656,6.0,-5.015,1.0,0.0289,0.387,0.0,0.143,0.598,170.939,4.0
5179,7IhfjcaXuXCq20ZiAA7igK,0.521,0.746,6.0,-6.173,1.0,0.0351,0.00985,0.0,0.0741,0.473,149.977,4.0
5180,7DpUoxGSdlDHfqCYj0otzU,0.521,0.254,9.0,-14.409,0.0,0.0399,0.815,0.884,0.114,0.153,125.021,4.0
5181,6ttg1sxtU12beFZkjoc6j5,0.521,0.848,9.0,-3.396,1.0,0.065,0.0204,1.21e-05,0.081,0.297,158.739,4.0
5182,3wtKovRRtvu6wbTjeKA26Q,0.521,0.647,9.0,-6.344,1.0,0.0295,0.0922,8.21e-05,0.123,0.326,83.963,4.0
5183,4JjIIBNoho0V2gZjH4nEzR,0.521,0.805,9.0,-4.481,1.0,0.0289,0.124,0.000219,0.33,0.527,141.967,4.0
5184,4QIo4oxwzzafcBWkKjDpXY,0.521,0.125,9.0,-17.832,1.0,0.239,0.751,0.00207,0.265,0.0528,111.554,4.0
5185,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1.0,-7.47,1.0,0.067,0.0301,0.0,0.121,0.136,101.019,4.0
5186,0Mrnt1YqVuW2bqmwu4VxDt,0.646,0.605,0.0,-7.59,1.0,0.188,0.0636,0.0,0.253,0.309,90.156,3.0
5187,5uQ7de4EWjb3rkcFxyEOpu,0.646,0.668,2.0,-5.203,1.0,0.0282,0.491,0.0,0.212,0.64,90.969,4.0
5188,5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165,4.0
5189,4gXdMZkBN1neE9nX6yRALa,0.646,0.796,2.0,-6.152,1.0,0.366,0.409,0.0,0.107,0.676,83.093,4.0
5190,5Vkdh8GfdXmwyJjzPewMWM,0.646,0.431,2.0,-9.287,1.0,0.029,0.149,0.000428,0.108,0.248,145.855,4.0
5191,2JqkpMe2eJToJNHEqkJeCu,0.646,0.503,2.0,-7.472,1.0,0.0312,0.00426,0.000279,0.652,0.789,137.007,4.0
5192,3gVDntrSjxw2GzBma5M9nG,0.646,0.649,2.0,-6.386,1.0,0.031,0.242,0.00597,0.118,0.591,109.987,4.0
5193,0lxbX5lDQzd10UIF7F9qQN,0.646,0.875,2.0,-4.483,0.0,0.0295,0.0262,0.00366,0.203,0.655,131.021,4.0
5194,7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2.0,-4.123,0.0,0.0394,0.213,0.0,0.322,0.418,128.035,4.0
5195,56zzFu50XygqBvhVjL8ebK,0.646,0.664,3.0,-3.196,1.0,0.0294,0.606,9.35e-06,0.114,0.68,74.008,3.0
5196,1T4k0sw0HldDg004Kw4Oct,0.646,0.252,4.0,-12.177,0.0,0.15,0.387,0.0,0.194,0.147,107.306,4.0
5197,7nBuud01OFM3kHoUhvVI0l,0.646,0.538,4.0,-8.878,1.0,0.0509,0.4,0.0,0.0989,0.552,93.872,4.0
5198,3vFdNZTedff0LeqZjWxS1W,0.646,0.882,4.0,-3.77,0.0,0.0371,0.097,0.0,0.311,0.544,101.997,4.0
5199,6myUpr3GDR80Dg3zqNTmmG,0.646,0.758,4.0,-7.75,0.0,0.0708,0.556,0.00316,0.335,0.0642,172.995,4.0
5200,04x1x0L8BYyIv1XlcJxWfi,0.646,0.703,4.0,-6.343,0.0,0.0777,0.0883,1.5e-06,0.0863,0.139,170.091,4.0
5201,7mXuWTczZNxG5EDcjFEuJR,0.646,0.736,5.0,-7.118,0.0,0.0449,0.216,0.0,0.415,0.873,140.098,3.0
5202,3iR9PLIjOlmi212gyGLPYe,0.646,0.366,5.0,-11.183,1.0,0.0233,0.582,0.000228,0.128,0.272,90.338,4.0
5203,3E6t25sxh6v5FDSfIVIAOz,0.646,0.876,6.0,-3.786,1.0,0.0532,0.0141,0.0,0.347,0.587,123.049,4.0
5204,3WKg25vrbjJlkhsgl2W4p3,0.646,0.431,6.0,-8.517,1.0,0.0262,0.637,6.99e-06,0.113,0.292,90.034,4.0
5205,3kCwyvhvVTyehIzYN2I0nF,0.646,0.899,6.0,-2.232,1.0,0.298,0.0337,0.0,0.232,0.685,164.119,4.0
5206,2Xdatbm43IXEVi0wmKeJve,0.646,0.761,7.0,-3.991,1.0,0.0267,0.221,0.0,0.109,0.336,108.999,4.0
5207,6lrRIfQDcikJ5y5DtyZPuJ,0.646,0.6,9.0,-6.569,1.0,0.458,0.231,0.0,0.0794,0.811,192.082,4.0
5208,7uCqTLBfI4swBtuZezB29W,0.646,0.405,9.0,-10.507,1.0,0.0769,0.0369,0.00821,0.172,0.687,172.679,4.0
5209,4fyruYUFg0HPlbdv3o0f6M,0.646,0.156,9.0,-17.012,1.0,0.038,0.864,0.0612,0.0818,0.394,136.013,4.0
5210,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,4.0
5211,0p1HtkrNYxv0iDfEKwXSTp,0.646,0.724,9.0,-6.96,1.0,0.0265,0.017,1.39e-06,0.153,0.54,115.984,4.0
5212,5GG3knKdxKWrNboRijxeKF,0.646,0.756,9.0,-9.017,0.0,0.488,0.393,3e-05,0.202,0.602,193.88,4.0
5213,3nOz1U41SZZ0N3fuUWr9nb,0.646,0.471,10.0,-9.247,1.0,0.157,0.122,0.0,0.125,0.455,170.084,4.0
5214,4iHSG1bLNheYXW3kXHtPvy,0.646,0.533,11.0,-10.461,1.0,0.118,0.0589,1.75e-06,0.269,0.249,169.913,4.0
5215,4bPeekGfzuqkmlpKiJur5o,0.646,0.521,11.0,-7.29,1.0,0.0401,0.0137,0.0,0.275,0.333,68.495,4.0
5216,08tq1XcHwVt5PHXUo87i0D,0.646,0.781,1.0,-4.616,1.0,0.0313,0.208,0.0,0.125,0.565,94.975,4.0
5217,0KS2h61pHQ4WmOwruD7uxD,0.646,0.696,1.0,-6.505,1.0,0.065,0.113,0.0,0.115,0.18,81.336,4.0
5218,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,4.0
5219,3GkEnNf2RWmdwkA2FfjQ3g,0.771,0.817,2.0,-6.791,1.0,0.214,0.306,0.0,0.155,0.554,123.952,4.0
5220,0ekdT3jOhn3LinWtqHhmsw,0.771,0.796,5.0,-3.081,0.0,0.076,0.0993,0.00278,0.0981,0.801,99.316,4.0
5221,4EIzsbsVOzfLwyIvfsRQ8H,0.771,0.826,7.0,-7.458,1.0,0.261,0.166,0.0,0.358,0.338,98.368,4.0
5222,3dSsqTvkWZLQ7V4y4ftFgV,0.771,0.968,7.0,-2.798,1.0,0.358,0.0974,0.0,0.139,0.676,99.769,4.0
5223,2Z2JnZNB7lbUdKR5GynUlV,0.771,0.693,7.0,-7.483,1.0,0.293,0.0317,0.0,0.342,0.525,97.163,4.0
5224,2fE1hcjUxlLxXrZusTEJlq,0.771,0.673,8.0,-5.045,1.0,0.366,0.0293,2.97e-06,0.364,0.947,90.361,4.0
5225,56uXDJRCuoS7abX3SkzHKQ,0.771,0.654,8.0,-6.976,0.0,0.298,0.055,0.0,0.214,0.573,155.047,4.0
5226,29r4I5RTxDR440DkqhbD9s,0.771,0.895,9.0,-4.805,1.0,0.253,0.0499,0.0,0.571,0.771,96.576,4.0
5227,7HMKmZQEIduuNio1nPwjqp,0.771,0.546,10.0,-11.745,1.0,0.0291,0.189,0.0,0.101,0.928,104.043,4.0
5228,7icwQvajsokotDfM3tefW6,0.771,0.689,1.0,-5.022,1.0,0.0682,0.0251,0.0,0.645,0.65,82.503,4.0
